Job Title,Salary,Company,Date,Location,Category
Түгээлтийн жолоочийн туслах,"1,800,000 ₮",Төгс Амин Эрдэнэ ХХК,2024-11-05 16:57,1-р хороолол,"Борлуулалт, худалдаа"
Худалдааны зөвлөх,"1,800,000 ₮",Баянгол Мед ХХК,2024-11-05 16:55,10-р хороолол,"Борлуулалт, худалдаа"
Оффис менежер бичиг хэргийн ажилтан,"1,800,000 ₮",Төгс Амин Эрдэнэ ХХК,2024-11-05 16:50,Хороо 17,"Захиргаа, Хүний нөөц"
Порцын тогооч,"70,000 ₮",хувь хүн,2024-11-05 16:48,Нарны хороолол,"Pесторан, кафе, паб"
Харилцагчийн үйлчилгээний зөвлөх оператор,"1,600,000 ₮",Их бодь констракшн ХХК,2024-11-05 16:46,Хороо 15,"МТ, харилцаа холбоо"
Гурилын үйлдвэрт ачигч,"2,000,000 ₮",Глобал Бридж ХХК,2024-11-05 16:46,Хороо 1,Туслах ажилчин
Түгээлтийн жолооч,"2,100,000 ₮",Глобал Бридж ХХК,2024-11-05 16:43,Хороо 1,"Борлуулалт, худалдаа"
Сауны эмэгтэй үрэлтийн ажилтан,"1,800,000 ₮",хувь хүн,2024-11-05 16:36,Яармаг,"Гоо сайхан, фитнес, спорт"
Хотын төвд 2/2 ээлжээр ажиллах тогооч,"2,000,000 ₮",хувь хүн,2024-11-05 16:33,Хороо 8,"Pесторан, кафе, паб"
Бариач,"2,500,000 ₮",хувь хүн,2024-11-05 16:31,Хороо 26,"Гоо сайхан, фитнес, спорт"
Үйлчлэгч,"1,200,000 ₮",Баянгол Мед ХХК,2024-11-05 16:28,14-р хороолол,Үйлчилгээ
Дотор засал,"100,000 ₮",хувь хүн,2024-11-05 16:26,Нисэх,"Барилга, дэд бүтэц"
Үйлдвэрийн туслах ажилтан,"2,000,000 ₮",хувь хүн,2024-11-05 16:26,21-р хороолол,Үйлдвэрлэл
Оройн ээлжний бэлтгэгч,"45,000 ₮",хувь хүн,2024-11-05 16:22,Натур худалдааны төв,"Pесторан, кафе, паб"
Өрөө үйлчилгээний ажилтан,"1,500,000 ₮",хувь хүн,2024-11-05 16:17,Өмнөговь,"Аялал жуулчлал, зочид буудал"
Үйлчлэгч,"50,000 ₮",хувь хүн,2024-11-05 16:11,Төмөр зам,"Аялал жуулчлал, зочид буудал"
Гоёлын цэцгийн дэлгүүрт ажилтан,"1,300,000 ₮",хувь хүн,2024-11-05 16:00,Хороо 1,"Борлуулалт, худалдаа"
Ugaagch,"80,000 ₮",хувь хүн,2024-11-05 15:36,Бөхийн Өргөө,"Pесторан, кафе, паб"
Кассын ажилтан,"1,900,000 ₮",хувь хүн,2024-11-05 15:28,19-р хороолол,"Борлуулалт, худалдаа"
Байцаагч,"1,600,000 ₮",хувь хүн,2024-11-05 15:19,Шинэ Монгол сургуулийн ойролцоо,"Барилга, дэд бүтэц"
Агуулахын туслах ажилтан,"1,800,000 ₮",хувь хүн,2024-11-05 15:09,Хороо 21,"Тээвэр, гааль, агуулах"
Кемп менежер,"2,300,000 ₮",хувь хүн,2024-11-05 15:09,120 мянгат,"Аялал жуулчлал, зочид буудал"
Бараа өрөгч /тасгийн мэргэжилтэн/,"1,400,000 ₮",хувь хүн,2024-11-05 15:08,Амгалан,"Борлуулалт, худалдаа"
Агуулахын туслах ажилтан,"1,800,000 ₮",Бат боловсролын үр ХХК,2024-11-05 15:03,1-р хороолол,Туслах ажилчин
Тасгийн мэргэжилтэн,"1,400,000 ₮",хувь хүн,2024-11-05 15:02,Хороо 26,"Борлуулалт, худалдаа"
Убтз талбайн үйлчлэгч,"1,400,000 ₮",хувь хүн,2024-11-05 14:39,Хороо 2,Үйлчилгээ
Үйлчлэгч,"1,100,000 ₮",хувь хүн,2024-11-05 14:36,100 айл,"Аялал жуулчлал, зочид буудал"
Үйлдвэрийн ажилтан,"2,000,000 ₮",хувь хүн,2024-11-05 14:35,100 айл,Үйлдвэрлэл
Сантехникч,"2,000,000 ₮",хувь хүн,2024-11-05 14:28,Хөвсгөл,"Барилга, дэд бүтэц"
Үйлчлэгч,"7,000 ₮",хувь хүн,2024-11-05 14:28,11-р хороолол,Ажлын зар
Үйлчлэгч,"1,200,000 ₮",хувь хүн,2024-11-05 14:28,Хороо 20,Үйлчилгээ
Төрийн өмчит байгууллагад ачигч,"1,800,000 ₮",хувь хүн,2024-11-05 14:24,16-р хороолол,Туслах ажилчин
Үйлчлэгч,"1,200,000 ₮",хувь хүн,2024-11-05 14:23,100 айл,"Аялал жуулчлал, зочид буудал"
"Бзд, слесарь","1,000,000 ₮",хувь хүн,2024-11-05 14:22,Хороо 22,"Барилга, дэд бүтэц"
Жолооч,"120,000 ₮",хувь хүн,2024-11-05 14:22,Модны 2,"Тээвэр, гааль, агуулах"
Өдөр өнжүүлэхэд багш,"1,500,000 ₮",хувь хүн,2024-11-05 14:22,Хороо 20,"Боловсрол, шинжлэх ухаан"
Оффис-н жолооч,"2,000,000 ₮",хувь хүн,2024-11-05 14:18,Хороо 2,"Тээвэр, гааль, агуулах"
Эрэгтэй үйлчилгээний зөвлөх,"1,600,000 ₮",Номин Холдинг ХХК,2024-11-05 14:13,220 мянгат,"Борлуулалт, худалдаа"
Худалдааны төлөөлөгч /архангай аймагт/,"3,000,000 ₮",ГРИЙН ТРЕЙД ХХК,2024-11-05 14:09,Архангай,"Борлуулалт, худалдаа"
Түгээлтийн жолооч /архангай аймагт/,"2,000,000 ₮",ГРИЙН ТРЕЙД ХХК,2024-11-05 14:09,Архангай,"Борлуулалт, худалдаа"
Дохиоллын оператор,"120,000 ₮",хувь хүн,2024-11-05 14:08,Баянбүрд,"МТ, харилцаа холбоо"
Бүлгийн багш,"2,000,000 ₮",хувь хүн,2024-11-05 14:07,Яармаг,"Боловсрол, шинжлэх ухаан"
Цэцэрлэгт туслах багш,"1,500,000 ₮",хувь хүн,2024-11-05 14:03,Яармаг,"Боловсрол, шинжлэх ухаан"
Үйлчлэгч,"1,500,000 ₮",Урбанек ХХК,2024-11-05 14:03,Сант сургуулийн ойролцоо,Үйлчилгээ
Халууны тогооч,"2,000,000 ₮",хувь хүн,2024-11-05 14:03,Тэнгис кино театр,"Pесторан, кафе, паб"
Цэцэрлэгт үйлчлэгч,"1,500,000 ₮",хувь хүн,2024-11-05 14:01,Яармаг,Үйлчилгээ
Угаагч,"1,500,000 ₮",хувь хүн,2024-11-05 14:01,Тэнгис кино театр,"Pесторан, кафе, паб"
Чихрийн үйлдвэрт шугамын ажилтан,"1,600,000 ₮",БОСА Кондитер ХХК,2024-11-05 13:59,Хороо 20,Үйлдвэрлэл
Нягтлан,"2,000,000 ₮",Техно Стандарт ХХК,2024-11-05 13:56,19-р хороолол,"Банк, санхүү, нябо, нярав"
Дүнжингарав худалдааны төвд худалдааны зөвлөх,"1,700,000 ₮",хувь хүн,2024-11-05 13:54,Хороо 36,"Борлуулалт, худалдаа"
Авто угаалганд угаагч,"3,000,000 ₮",хувь хүн,2024-11-05 13:52,Хороо 11,"Авто үйлчилгээ, засвар"
Автомат тоглоомын төвд эмэгтэй ажилтан,"60,000 ₮",хувь хүн,2024-11-05 13:40,Дөлгөөн нуур,Туслах ажилчин
Tutsend hudaldagch,"70,000 ₮",хувь хүн,2024-11-05 13:38,1-р хороолол,"Борлуулалт, худалдаа"
Төмрийн компанид харуул,"60,000 ₮",хувь хүн,2024-11-05 13:31,Хороо 20,Харуул хамгаалалт
Erdeneted lounged emegtei zoogch,"45,000 ₮",хувь хүн,2024-11-05 13:30,Булган,"Pесторан, кафе, паб"
Угаагч,"75,000 ₮",НЬЮ ВИНДӨҮ ХХК,2024-11-05 13:27,Хороо 11,"Pесторан, кафе, паб"
Борлуулагч,"2,500,000 ₮",хувь хүн,2024-11-05 13:16,Хороо 3,"Борлуулалт, худалдаа"
Банкны хамгаалагч,"960,000 ₮",хувь хүн,2024-11-05 13:12,Хороо 1,Харуул хамгаалалт
Шуурхай бүлгийн хамгаалагч,"1,600,000 ₮",хувь хүн,2024-11-05 13:12,Хороо 1,Харуул хамгаалалт
Төв аймагт ажиллах жолооч,"2,000,000 ₮",GREEN GROUP LLC,2024-11-05 13:12,Төв,"Борлуулалт, худалдаа"
Захиалга бэлтгэгч,"1,700,000 ₮",Глобал Бридж ХХК,2024-11-05 13:06,Хороо 1,"Тээвэр, гааль, агуулах"
Cnc машин дээр ажиллах ажилтан,"2,500,000 ₮",хувь хүн,2024-11-05 13:03,Хороо 5,Үйлдвэрлэл
Тооцооны нягтлан бодогч,"1,900,000 ₮",хувь хүн,2024-11-05 12:54,Модны 2,"Банк, санхүү, нябо, нярав"
Гутлын дэлгүүрт касс,"1,400,000 ₮",хувь хүн,2024-11-05 12:40,Хороо 6,"Борлуулалт, худалдаа"
Ерөнхий менежер,"2,500,000 ₮",хувь хүн,2024-11-05 12:35,4-р хороолол,"Аялал жуулчлал, зочид буудал"
Түгээлтийн жолооч,"2,500,000 ₮",хувь хүн,2024-11-05 12:32,Амгалан,"Борлуулалт, худалдаа"
Үйлчлэгч,"1,500,000 ₮",хувь хүн,2024-11-05 12:28,Зүүн 4 зам,Үйлчилгээ
Dew brand оёдолчин,"2,000,000 ₮",хувь хүн,2024-11-05 12:26,Баянмонгол хороолол,Үйлдвэрлэл
Сувилагч,"1,330,000 ₮",хувь хүн,2024-11-05 12:26,Хороо 22,"Эрүүл мэнд, эм зүй"
Ангийн үйлчлэгч,"1,200,000 ₮",хувь хүн,2024-11-05 12:20,Хороо 15,Үйлчилгээ
Шүдний эмнэлэгт цэвэрлэгч,"1,000,000 ₮",хувь хүн,2024-11-05 12:19,19-р хороолол,"Эрүүл мэнд, эм зүй"
Гагнуурчин,"150,000 ₮",Мон Жүүс ХХК,2024-11-05 12:19,5 шар,"Барилга, дэд бүтэц"
Хан-уулын 19 прагоны минисод касс,"1,300,000 ₮",HI GREEN INTERNATIONAL LLC.,2024-11-05 12:19,Хороо 1,"Борлуулалт, худалдаа"
Хүнсний технологич,"2,500,000 ₮",Мон Жүүс ХХК,2024-11-05 12:18,5 шар,Үйлдвэрлэл
Засварчин,"2,500,000 ₮",хувь хүн,2024-11-05 12:18,Хороо 17,"Авто үйлчилгээ, засвар"
Оффис үйлчлэгч,"1,500,000 ₮",Хэтрөүд ХХК,2024-11-05 12:16,19-р хороолол,Үйлчилгээ
Яаралтай тусламжийн эмч,"1,400,000 ₮",хувь хүн,2024-11-05 12:16,Хороо 22,"Эрүүл мэнд, эм зүй"
Хүннү моллд касс,"1,300,000 ₮",HI GREEN INTERNATIONAL LLC.,2024-11-05 12:16,Яармаг,"Борлуулалт, худалдаа"
Касс,"1,300,000 ₮",HI GREEN INTERNATIONAL LLC.,2024-11-05 12:15,Хороо 1,"Борлуулалт, худалдаа"
Бзднэ-т үйлчлэгч,"1,000,000 ₮",хувь хүн,2024-11-05 12:14,Хороо 22,Үйлчилгээ
Үйлчлэгч,"1,800,000 ₮",хувь хүн,2024-11-05 12:14,King Tower,"Pесторан, кафе, паб"
Дотрын эмч,"1,500,000 ₮",хувь хүн,2024-11-05 12:14,Хороо 22,"Эрүүл мэнд, эм зүй"
Үхх агент,"2,500,000 ₮",хувь хүн,2024-11-05 12:13,4 хороолол,"Борлуулалт, худалдаа"
Сэрээт өргөгч машины оператор,"2,000,000 ₮",Мон Жүүс ХХК,2024-11-05 12:13,5 шар,Уул уурхай
караокед үйлчлэгч,"1,500,000 ₮",хувь хүн,2024-11-05 12:13,Тэнгис кино театр,"Pесторан, кафе, паб"
Ачигч,"1,800,000 ₮",хувь хүн,2024-11-05 12:11,Хороо 3,Туслах ажилчин
Борлуулалтын төлөөлөгч /хт/,"2,400,000 ₮",хувь хүн,2024-11-05 12:10,5 шар,"Борлуулалт, худалдаа"
Хабэа,"1,800,000 ₮",Мон Жүүс ХХК,2024-11-05 12:09,5 шар,Үйлдвэрлэл
Түгээгч,"2,200,000 ₮",хувь хүн,2024-11-05 12:04,5 шар,"Борлуулалт, худалдаа"
Бармен,"1,800,000 ₮",хувь хүн,2024-11-05 12:04,King Tower,"Pесторан, кафе, паб"
Угаагч,"2,000,000 ₮",хувь хүн,2024-11-05 12:03,King Tower,"Pесторан, кафе, паб"
Түгээлтиийн жолооч,"2,200,000 ₮",хувь хүн,2024-11-05 11:58,5 шар,"Борлуулалт, худалдаа"
Үйлчилгээний зөвлөх,"1,500,000 ₮",хувь хүн,2024-11-05 11:52,13-р хороолол,"Борлуулалт, худалдаа"
Амгалан дулааны станц төхк-д хэмжил хэмжүүр автоматикийн засварчин,"2,000,000 ₮",хувь хүн,2024-11-05 11:48,Амгалан,"Барилга, дэд бүтэц"
Үйлдвэрийн оператор,"1,300,000 ₮",хувь хүн,2024-11-05 11:48,5 шар,"Тээвэр, гааль, агуулах"
Мэдээлэл технологийн инженер,"2,300,000 ₮",хувь хүн,2024-11-05 11:37,5 шар,"МТ, харилцаа холбоо"
Гоо сайхны дэлгүүрт худалдааны зөвлөх,"1,700,000 ₮",хувь хүн,2024-11-05 11:37,13-р хороолол,"Борлуулалт, худалдаа"
24/48 хамгаалагч,"100,000 ₮",хувь хүн,2024-11-05 11:37,Баянбүрд,Харуул хамгаалалт
Хувьдаа машинтай жолооч,"2,000,000 ₮",хувь хүн,2024-11-05 11:37,Хороо 26,"Борлуулалт, худалдаа"
Сүлжээний инженер,"2,300,000 ₮",хувь хүн,2024-11-05 11:36,5 шар,"МТ, харилцаа холбоо"
Талбайн хажууд европ хоолны ресторанд ээлжээр ажиллах зөөгч,"80,000 ₮",хувь хүн,2024-11-05 11:35,Хороо 8,"Pесторан, кафе, паб"
Үйлдвэрийн туслах /нисэх/,"2,000,000 ₮",Эйл Би Эйч Технологи ХХК,2024-11-05 11:35,Нисэх,Үйлдвэрлэл
Европ хоолны ресторанд 35+ настай эмэгтэйг текний ажилтнаар сургаж,"1,800,000 ₮",хувь хүн,2024-11-05 11:35,Хороо 8,"Pесторан, кафе, паб"
Өглөө ажиллах зөөгч,"6,600 ₮",хувь хүн,2024-11-05 11:34,Бага тойрог,"Pесторан, кафе, паб"
Борлуулалтын ажилтан,"2,500,000 ₮",хувь хүн,2024-11-05 11:31,5 шар,"Борлуулалт, худалдаа"
Галч,"100,000 ₮",АМНО ХХК,2024-11-05 11:28,Хороо 22,Үйлчилгээ
Засалчин,"120,000 ₮",хувь хүн,2024-11-05 11:28,Хороо 1,"Барилга, дэд бүтэц"
Худалдааны зөвлөх,"1,750,000 ₮",хувь хүн,2024-11-05 11:27,Хороо 1,"Борлуулалт, худалдаа"
Харуул,"1,000,000 ₮",хувь хүн,2024-11-05 11:22,Хороо 12,Харуул хамгаалалт
Агуулахын туслах /эрэгтэй/,"1,500,000 ₮",хувь хүн,2024-11-05 11:21,Хороо 3,"Тээвэр, гааль, агуулах"
Хамгаалагч,"1,500,000 ₮",хувь хүн,2024-11-05 11:21,Хороо 26,Харуул хамгаалалт
It технологийн инженер,"2,000,000 ₮",хувь хүн,2024-11-05 11:20,Хороо 2,"МТ, харилцаа холбоо"
Түгээгч жолооч,"2,000,000 ₮",хувь хүн,2024-11-05 11:19,Хороо 3,"Борлуулалт, худалдаа"
Үйлдвэрийн ажилчдын хоолны тогооч,"1,200,000 ₮",Чандмань Үүд ХХК,2024-11-05 11:19,19-р хороолол,"Pесторан, кафе, паб"
Оператор,"1,800,000 ₮",хувь хүн,2024-11-05 11:15,Сүхбаатарын талбай,"МТ, харилцаа холбоо"
Grand plaza-д эмэгтэй худалдагч,"1,700,000 ₮",хувь хүн,2024-11-05 11:03,Баруун 4 зам,"Борлуулалт, худалдаа"
Зөөгч,"1,500,000 ₮",хувь хүн,2024-11-05 11:02,Хороо 1,"Pесторан, кафе, паб"
Оёдолчин,"2,500,000 ₮",хувь хүн,2024-11-05 11:00,21-р хороолол,Үйлдвэрлэл
Үйлчлэгч,"1,240,000 ₮",хувь хүн,2024-11-05 10:59,100 айл,Үйлчилгээ
Хүргэлт суурилуулалтын ажилтан,"1,400,000 ₮",хувь хүн,2024-11-05 10:50,10-р хороолол,"Борлуулалт, худалдаа"
Харуул хамгаалагч 24/48 цагаар ажилах,"100,000 ₮",хувь хүн,2024-11-05 10:48,Хороо 20,Харуул хамгаалалт
Эмчийн туслах,"1,700,000 ₮",хувь хүн,2024-11-05 10:48,Хороо 20,"Эрүүл мэнд, эм зүй"
Үйлдвэрийн ээлжийн ажилтан,"2,000,000 ₮",хувь хүн,2024-11-05 10:47,Хороо 29,Үйлдвэрлэл
Үйлчлэгч,"1,420,000 ₮",хувь хүн,2024-11-05 10:46,Хороо 20,Үйлчилгээ
Хэв хашмалын газар туслах,"2,000,000 ₮",хувь хүн,2024-11-05 10:46,Нисэх,"Барилга, дэд бүтэц"
Гадна талбайн үйлчлэгч,"1,420,000 ₮",хувь хүн,2024-11-05 10:44,Хороо 20,Үйлчилгээ
Үйлчлэгч,"850,000 ₮",хувь хүн,2024-11-05 10:40,Хороо 1,Үйлчилгээ
Sanday2 худалдааны төвд дотуур хувцасны худалдагч,"1,500,000 ₮",хувь хүн,2024-11-05 10:37,1-р хороолол,"Борлуулалт, худалдаа"
Үйлчлэгч,"1,400,000 ₮",хувь хүн,2024-11-05 10:35,Хороо 18,Үйлчилгээ
Мэдээллийн ажилтан,"1,900,000 ₮",хувь хүн,2024-11-05 10:34,Хороо 18,"МТ, харилцаа холбоо"
Бэлтгэгч,"1,500,000 ₮",хувь хүн,2024-11-05 10:31,Баянмонгол хороолол,"Pесторан, кафе, паб"
Хувийн сургуульд үйлчлэгч,"1,200,000 ₮",хувь хүн,2024-11-05 10:26,Хороо 18,Үйлчилгээ
Галч,"500,000 ₮",хувь хүн,2024-11-05 10:19,Баянбүрд,Үйлчилгээ
Зөөгч,"1,200,000 ₮",Уранган ХХК,2024-11-05 10:18,Нарны хороолол,"Pесторан, кафе, паб"
Зохион байгуулагч,"2,100,000 ₮",Уранган ХХК,2024-11-05 10:18,Нарны хороолол,"Pесторан, кафе, паб"
Угаагч,"1,500,000 ₮",Уранган ХХК,2024-11-05 10:17,Нарны хороолол,"Pесторан, кафе, паб"
Худалдагч,"2,200,000 ₮",хувь хүн,2024-11-05 10:08,Баянбүрд,"Авто үйлчилгээ, засвар"
Бараа бэлтгэгч /эрэгтэй/,"1,700,000 ₮",Таван Богд Дистрибьюшн ХХК,2024-11-05 10:05,19-р хороолол,"Тээвэр, гааль, агуулах"
"В,c ангилалтай түгээлтийн жолооч","1,900,000 ₮",Таван Богд Дистрибьюшн ХХК,2024-11-05 10:05,19-р хороолол,"Борлуулалт, худалдаа"
Хэвлэх үйлдвэрт ажилтан,"2,000,000 ₮",хувь хүн,2024-11-05 10:03,Хороо 3,Үйлдвэрлэл
Vr тоглоомын төвд ажилтан,"50,000 ₮",хувь хүн,2024-11-05 09:57,Улаанхуаран,Үйлчилгээ
"Борлуулалтын жолооч /b,c, c1 ангилалтай/","1,800,000 ₮",Блю голд ХХК,2024-11-05 09:57,Хороо 16,"Борлуулалт, худалдаа"
Хүргэлтийн жолооч,"1,600,000 ₮",хувь хүн,2024-11-05 09:45,Хороо 7,"Борлуулалт, худалдаа"
"Сан, дулааны инженер","2,650,000 ₮",Глори Ресорт Монголиа ХХК,2024-11-05 09:43,Хороо 1,"Барилга, дэд бүтэц"
Хүнсний дэлгүүрт ээлжийн кассчин,"2,100,000 ₮",хувь хүн,2024-11-05 09:41,Шинэ Монгол сургуулийн ойролцоо,"Борлуулалт, худалдаа"
Хүнсний дэлгүүрт касс худалдагч,"2,700,000 ₮",хувь хүн,2024-11-05 09:38,Гандан,"Борлуулалт, худалдаа"
Цэцгийн дэлгүүрт борлуулалт маркетинг хариуцсан менежер,"1,800,000 ₮",хувь хүн,2024-11-05 09:38,10-р хороолол,"Маркетинг, PR менежмент"
Ачигч /туслах ажилтан/,"1,800,000 ₮",Витафит Инвест ХХК,2024-11-05 09:36,Хороо 3,Туслах ажилчин
Оёдолчин,"1,500,000 ₮",хувь хүн,2024-11-05 09:36,Дөлгөөн нуур,Үйлдвэрлэл
Ачигч,"1,800,000 ₮",Витафит Инвест ХХК,2024-11-05 09:36,Хороо 3,Туслах ажилчин
Гадна талбайн үйлчлэгч,"1,700,000 ₮",Витафит Инвест ХХК,2024-11-05 09:35,Хороо 3,Үйлчилгээ
Galch,"500,000 ₮",хувь хүн,2024-11-05 09:34,Зурагт,Үйлчилгээ
Монгол хоолны тогооч,"2,500,000 ₮",хувь хүн,2024-11-05 09:24,13-р хороолол,"Pесторан, кафе, паб"
Борлуулагч,"2,500,000 ₮",Блю голд ХХК,2024-11-05 09:21,Хороо 16,"Борлуулалт, худалдаа"
Бүртгэлийн ажилтан,"2,000,000 ₮",хувь хүн,2024-11-05 09:14,Сүхбаатарын талбай,"Захиргаа, Хүний нөөц"
Оффис үйлчлэгч,"1,500,000 ₮",хувь хүн,2024-11-05 09:11,Мишээл,Үйлчилгээ
Худалдааны төлөөлөгч,"2,400,000 ₮",хувь хүн,2024-11-05 09:11,Хороо 20,"Борлуулалт, худалдаа"
Түрээсийн жолооч оффис,"80,000 ₮",хувь хүн,2024-11-05 09:08,Мишээл,"Тээвэр, гааль, агуулах"
Худалдааны зөвлөх,"1,500,000 ₮",хувь хүн,2024-11-05 09:08,Тэнгис кино театр,"Борлуулалт, худалдаа"
Ерөнхий мэргэжлийн сувилагч,"1,800,000 ₮",Хан тэгри мэд ХХК,2024-11-05 09:03,Төв,"Эрүүл мэнд, эм зүй"
Худалдааны зөвлөх,"1,650,000 ₮",хувь хүн,2024-11-05 08:59,Хороо 2,"Борлуулалт, худалдаа"
Эрэгтэй технологийн багш,"1,400,000 ₮",хувь хүн,2024-11-05 08:55,Хороо 13,"Боловсрол, шинжлэх ухаан"
Нарийн боовны үйлдвэрт борлуулагч,"2,500,000 ₮",хувь хүн,2024-11-05 08:55,Амгалан,"Борлуулалт, худалдаа"
"Монгол хэл, уран зохиолын багш","1,400,000 ₮",хувь хүн,2024-11-05 08:51,Хороо 13,"Боловсрол, шинжлэх ухаан"
Замын туслах ажилтан,"2,000,000 ₮",хувь хүн,2024-11-05 08:49,Өмнөговь,"Барилга, дэд бүтэц"
Тоног төхөөрөмжийн засварчин,"2,100,000 ₮",хувь хүн,2024-11-05 08:27,4 хороолол,Үйлдвэрлэл
Шаврын туслах ажилчин,"100,000 ₮",хувь хүн,2024-11-05 08:27,Зайсан,"Барилга, дэд бүтэц"
13-р хороололд эмэгтэй худалдааны зөвлөх,"1,900,000 ₮",хувь хүн,2024-11-05 08:24,13-р хороолол,"Борлуулалт, худалдаа"
Karaoke zuugch,"50,000 ₮",хувь хүн,2024-11-05 08:24,Хороо 8,"Pесторан, кафе, паб"
Агуулахын туслах ажилтан,"2,300,000 ₮",хувь хүн,2024-11-05 08:21,Улиастай гол,"Тээвэр, гааль, агуулах"
Үсчинд угаагч,"70,000 ₮",хувь хүн,,Хороо 4,"Гоо сайхан, фитнес, спорт"
ресепшин,"1,000,000 ₮",хувь хүн,2024-11-05 02:24,Сансар,"Аялал жуулчлал, зочид буудал"
Өрөөний үйлчлэгч,"80,000 ₮",хувь хүн,2024-11-05 02:23,Хороо 1,"Аялал жуулчлал, зочид буудал"
Зочид буудалд үйлчлэгч,"85,000 ₮",хувь хүн,2024-11-05 00:47,Хороо 1,"Аялал жуулчлал, зочид буудал"
Цахилгаан холбоо дохиоллын сувагчилалын ажил,"80,000 ₮",хувь хүн,2024-11-04 23:55,Хороо 12,Туслах ажилчин
Байгууллага хариуцсан хамгаалалтын ахлах,"1,700,000 ₮",хувь хүн,2024-11-04 23:55,Хороо 12,Харуул хамгаалалт
Хүнсний дэлгүүрт ээлжийн худалдагч,"1,450,000 ₮",хувь хүн,2024-11-04 23:35,Чулуун овоо,"Борлуулалт, худалдаа"
Гал тогоонд туслах ажилтан,"1,600,000 ₮",хувь хүн,2024-11-04 23:28,Гутлын 22,"Pесторан, кафе, паб"
Niitiin hoolnii togooch,"3,000,000 ₮",хувь хүн,2024-11-04 23:10,13-р хороолол,"Pесторан, кафе, паб"
Beltgegch,"60,000 ₮",хувь хүн,2024-11-04 23:10,11-р хороолол,"Pесторан, кафе, паб"
Барилгын туслах,"2,500,000 ₮",хувь хүн,2024-11-04 22:48,Тэнгис кино театр,"Барилга, дэд бүтэц"
Барилгын ажилтан,"3,000,000 ₮",хувь хүн,2024-11-04 22:45,Тэнгис кино театр,"Барилга, дэд бүтэц"
Үйлдвэрт туслах эрэгтэй,"1,500,000 ₮",хувь хүн,2024-11-04 22:34,King Tower,Үйлдвэрлэл
Түцэнд худалдагч,"60,000 ₮",хувь хүн,2024-11-04 22:17,Хороо 8,"Борлуулалт, худалдаа"
Үйлчлэгч,"70,000 ₮",хувь хүн,2024-11-04 21:50,Зайсан,Үйлчилгээ
Гэрийн үйлчлэгч,"1,500,000 ₮",хувь хүн,2024-11-04 21:25,4 хороолол,Үйлчилгээ
Тавилгын угсрах хүргэлтийн туслах ажилтан,"2,500,000 ₮",хувь хүн,2024-11-04 21:07,Хороо 15,"Борлуулалт, худалдаа"
Маркетингийн ажилтан,"2,000,000 ₮",хувь хүн,2024-11-04 20:36,Үндэсний цэцэрлэгт хүрээлэн,"Маркетинг, PR менежмент"
Завхан аймагт хамгаалагч,"2,300,000 ₮",хувь хүн,2024-11-04 20:17,Завхан,Харуул хамгаалалт
Хамгаалалтын ажилтан,"2,000,000 ₮",хувь хүн,2024-11-04 20:11,Хороо 11,Харуул хамгаалалт
Сансарт угаагч,"1,540,000 ₮",хувь хүн,2024-11-04 19:54,Сансар,"Pесторан, кафе, паб"
Илгээмж каргоны салбарт үндсэн ажилтан,"40,000 ₮",хувь хүн,2024-11-04 19:51,Хороо 3,"МТ, харилцаа холбоо"
Өрөөний үйлчлэгч /Алтай хотхон /,"1,600,000 ₮",хувь хүн,2024-11-04 19:45,Алтай хотхон,"Аялал жуулчлал, зочид буудал"
Хабэа,"2,500,000 ₮",хувь хүн,2024-11-04 19:38,Амгалан,Үйлдвэрлэл
Тоног төхөөрөмжийн техникч,"3,000,000 ₮",хувь хүн,2024-11-04 19:37,Амгалан,Үйлдвэрлэл
25-35 настай ээлжээр ажиллах туслах,"2,000,000 ₮",хувь хүн,2024-11-04 19:37,Амгалан,Үйлдвэрлэл
Эмэгтэй ажилтан,"2,000,000 ₮",хувь хүн,2024-11-04 19:37,Амгалан,Үйлдвэрлэл
Чанар шалгагч,"2,200,000 ₮",хувь хүн,2024-11-04 19:36,Амгалан,Үйлдвэрлэл
Тавилгын үйлдвэрт туслах,"1,800,000 ₮",хувь хүн,2024-11-04 19:34,Хороо 15,Үйлдвэрлэл
A.v house зөөгч,"60,000 ₮",хувь хүн,2024-11-04 19:34,Хороо 2,"Pесторан, кафе, паб"
Үйлчлэгч,"1,800,000 ₮",хувь хүн,2024-11-04 19:28,Хороо 13,Үйлчилгээ
Дата инженер,"4,000,000 ₮",хувь хүн,2024-11-04 19:16,13-р хороолол,"МТ, харилцаа холбоо"
Дата аналист,"3,000,000 ₮",хувь хүн,2024-11-04 19:10,13-р хороолол,"Банк, санхүү, нябо, нярав"
Зөөгч,"50,000 ₮",хувь хүн,2024-11-04 19:08,4 хороолол,"Pесторан, кафе, паб"
Худалдааны зөвлөх,"1,200,000 ₮",хувь хүн,2024-11-04 19:03,Үндэсний цэцэрлэгт хүрээлэн,"Борлуулалт, худалдаа"
Харуул,"1,000,000 ₮",хувь хүн,2024-11-04 18:54,Баянхошуу,Харуул хамгаалалт
Гэрийн үйлчлэгч,"2,000,000 ₮",хувь хүн,2024-11-04 18:46,Хороо 15,Үйлчилгээ
Харуул,"110,000 ₮",хувь хүн,2024-11-04 18:40,120 мянгат,Харуул хамгаалалт
